CurrentTime,RealGazePos_x,RealGazePos_y,RealGazePos_z
45.94865,3.940468,1.910576,-6.730375
46.14865,3.945141,2.000312,-6.725889
46.34866,3.945141,2.000312,-6.725889
46.54866,3.905657,1.851538,-6.735825
46.74866,5.668545,1.317074,-6.870156
46.94865,5.665743,1.22006,-6.882804
47.16866,8.4785,1.123671,-7.923796
47.40866,4.572413,1.821267,-6.72347
47.60865,4.558704,1.749855,-6.727921
47.80865,3.7799,1.900623,-6.742011
48.05865,8.693831,1.720581,-7.977206
48.25866,6.49179,1.319736,-7.047394
48.45866,5.176052,1.629611,-6.773152
48.66866,6.948039,1.259238,-7.194686
48.86866,6.767732,1.318075,-7.128092
49.06866,6.773932,1.252032,-7.139084
49.26865,6.777836,1.218735,-7.145129
49.46865,6.809926,1.169308,-7.162575
49.66866,6.803352,1.150041,-7.163579
49.86866,6.82438,1.105668,-7.177315
50.06866,6.910979,1.117144,-7.203739
50.30865,3.146688,1.603448,-6.839209
50.50866,2.600337,1.554044,-6.95135
50.74865,7.966482,1.568792,-7.580336
50.94865,7.141946,1.853376,-7.201961
51.14865,6.722238,2.123068,-7.050227
51.34866,6.86617,2.355446,-7.092588
51.54866,6.760142,2.325498,-7.059188
51.74865,6.86569,2.226756,-7.093012
51.94865,7.019072,1.708643,-7.168713
52.14865,7.310932,1.408196,-7.307326
52.39865,2.962438,1.038683,-6.94368
52.59866,4.099923,1.152734,-6.798293
52.85865,9.034971,1.018343,-8.311047
53.08865,3.693836,1.509868,-6.779677
53.29865,3.376779,1.677527,-6.799288
53.49866,4.096288,1.761928,-6.731796
53.69865,4.339529,1.956501,-6.71473
53.89866,4.156938,2.153199,-6.711722
54.09866,4.178992,2.380702,-6.709432
54.29865,4.172053,2.459834,-6.710493
54.49866,4.158379,2.427672,-6.710469
54.70866,5.030121,1.573084,-6.765511
54.91866,3.814895,1.445055,-6.77672
55.11865,3.791321,1.465664,-6.776243
55.31866,4.137046,1.757514,-6.730729
55.51865,3.606688,1.649368,-6.774924
55.76865,1.425634,1.801953,-7.301522
55.96866,2.783213,2.095998,-6.876204
56.16866,2.668226,1.914682,-6.908387
56.36865,2.866285,2.072273,-6.860138
56.61865,5.783857,1.401997,-6.879137
56.83865,2.75264,1.99918,-6.886091
57.03866,3.057595,2.164033,-6.822516
57.26865,6.512745,2.142455,-6.98955
57.46866,5.481491,2.033211,-6.783422
57.67866,6.97313,2.150542,-7.129914
57.87865,5.835104,2.00535,-6.840464
58.13866,1.842456,2.616255,-7.134443
58.35866,2.486224,1.622721,-6.972186
58.55865,3.168433,1.040459,-6.907728
58.75865,3.322136,1.524682,-6.820615
58.95866,3.137761,2.283991,-6.807641
59.15865,3.566067,2.361051,-5.951472
59.35866,3.621418,2.521295,-5.388535
59.57865,7.060745,1.508723,-4.248121
59.77866,5.865894,1.428341,-3.269221
59.97865,4.98034,1.669696,-1.754204
60.17866,4.804497,1.552494,-0.7732859
60.37865,4.804497,1.552494,-0.7732859
60.57865,4.804497,1.552494,-0.7732859
60.77866,4.804497,1.552494,-0.7732859
60.97865,4.804497,1.552494,-0.7732859
61.17866,4.910328,1.435901,4.345862
61.37865,4.808683,1.395166,5.367511
61.57865,2.626269,1.341632,6.083632
61.77866,2.533991,1.241523,7.05373
61.97865,1.604947,1.334517,7.899178
62.17866,0.9708703,1.404772,8.787349
62.37865,1.752879,1.355083,9.941508
62.57865,3.570869,1.412868,10.94806
62.77866,3.184275,1.356619,12.02718
62.97865,3.759288,1.486224,13.00451
63.17866,3.904725,1.166268,13.53305
63.38866,3.416744,2.102245,15.15587
63.59866,6.479735,1.318122,15.65597
63.79865,6.557341,1.204509,16.65367
63.99866,6.13967,1.087107,17.80685
64.20866,4.244573,1.053157,19.19864
64.40865,3.949132,1.528088,20.22662
64.60866,4.26658,1.492826,21.28432
64.80865,5.091037,1.68285,22.262
65.00865,4.976904,1.457099,23.24689
65.20866,4.946661,1.530875,23.24886
65.40865,4.991939,1.268827,23.21455
65.60866,4.78495,1.142909,23.20704
65.80865,4.738874,0.8663783,23.16261
66.01865,3.625403,1.80797,23.25274
66.21866,3.817633,1.707563,23.26133
66.41866,5.151021,1.584252,23.23248
66.61865,4.801227,1.888925,23.28144
66.81866,4.687668,1.805385,23.28169
67.01865,4.804738,1.842498,23.27859
67.21866,4.768003,1.730803,23.27298
67.42866,6.081763,1.680739,23.09401
67.62865,5.25483,1.660596,23.22846
67.82865,5.232364,1.817983,23.24247
68.02866,3.308769,1.90997,23.22243
68.22865,4.391776,2.912719,23.28307
68.42866,4.704629,3.045258,23.26535
68.62865,4.871766,3.069675,23.25448
68.82865,4.768725,3.125809,23.25478
69.02866,4.81265,3.204094,23.2442
69.22865,4.826029,3.124205,23.25195
69.42866,4.672527,2.913197,23.27752
69.62865,4.747172,2.998452,23.2676
69.82865,4.781561,3.097421,23.25702
70.02866,4.750202,3.167964,23.25135
70.22865,4.674175,3.085565,23.26285
70.44865,6.270291,1.483227,23.03131
70.69865,8.053427,1.691114,22.38066
70.89865,5.811309,2.401093,23.17437
71.09866,5.606259,2.583304,23.20521
71.29865,5.82447,2.619387,23.16683
71.49866,5.869936,2.638436,23.15763
71.69865,5.876175,2.662122,23.15546
71.89865,5.944212,2.637996,23.14317
72.09866,6.022888,2.650251,23.12643
72.29865,6.05595,2.72085,23.11617
72.49866,6.14801,2.667977,23.09828
72.69865,6.070766,2.692054,23.11437
72.90865,4.433522,2.342384,23.30442
73.10866,4.690219,2.084489,23.29489
73.32865,1.6906,1.914114,22.82957
73.52866,3.801769,2.914099,23.26231
73.72865,3.89387,2.357098,23.29018
73.92866,3.823289,2.763107,23.27365
74.12865,3.852108,3.450808,23.20777
74.32865,3.618544,3.049581,23.23581
74.52866,3.618544,3.049581,23.23581
74.72865,3.684094,2.262663,23.27453
74.96866,5.989888,2.342102,23.14007
75.16866,5.957346,2.399316,23.14639
75.36865,5.862864,2.406213,23.16473
75.58865,7.221082,2.829854,22.76437
75.78866,6.775563,1.781572,22.91673
75.99866,7.433427,1.873302,22.68327
76.19865,7.707429,1.974372,22.5692
76.39865,7.301577,2.423353,22.74962
76.59866,7.366451,2.249327,22.72412
76.79865,7.259547,2.042477,22.76133
76.99866,7.42473,2.07433,22.69647
77.19865,6.607789,1.641016,22.95639
77.39865,7.766431,2.303985,22.55037
77.62865,4.071198,2.672879,23.29138
77.82865,6.909207,2.249382,22.89242
78.02866,6.882908,2.246072,22.90115
78.22865,7.149971,2.263826,22.80787
78.42866,6.913062,2.51601,22.88911
78.62865,7.017097,2.600443,22.85086
78.82865,7.164697,2.52712,22.79988
79.03866,4.955838,1.586407,23.24931
79.23866,4.292271,1.68527,23.27871
79.43865,4.928974,1.730969,23.26338
79.63866,4.833351,1.765509,23.27196
79.83865,4.42565,1.881846,23.29228
80.03866,4.354874,1.924459,23.29466
80.23866,4.779873,2.028561,23.28896
80.43865,4.815009,2.044543,23.28764
80.67866,1.276903,1.788551,22.6607
80.87865,1.880832,1.776212,22.88604
81.07865,2.512866,1.937523,23.07514
81.27866,2.334885,2.226135,23.03939
81.47865,2.299568,2.284869,23.03064
81.68865,4.28086,2.687702,23.29594
81.89865,6.474093,1.801974,23.00675
82.14865,2.030112,1.966134,22.94481
82.34866,2.028581,2.001776,22.94588
82.59866,5.978401,1.99852,23.13565
82.79865,7.053464,1.801297,22.82492
83.01865,4.816975,1.898441,23.28107
83.21865,3.428999,2.393566,23.24827
83.41866,3.731414,2.153129,23.27694
83.61865,3.746549,2.560268,23.2765
83.81866,3.833255,2.389138,23.28607
84.01865,3.565938,2.483287,23.26213
84.23866,5.972241,1.733177,23.12127
84.43865,5.614942,1.721479,23.185
84.68865,2.257556,1.612909,22.9864
84.88866,1.995058,1.546949,22.90262
85.08865,2.238177,1.541487,22.97396
85.31866,2.694234,1.507561,23.0832
85.51865,2.723608,1.306568,23.06581
85.71865,1.943517,1.560572,22.88776
85.91866,2.378021,1.667139,23.0233
86.14865,5.070295,1.325963,23.21162
86.37865,6.554499,0.5973649,22.80576
86.57865,6.614212,0.6198436,22.79328
86.77866,6.649636,0.6346656,22.786
86.98866,5.170965,1.851088,23.25095
87.18865,5.07067,1.794475,23.25677
87.38866,5.018753,1.844472,23.26426
87.59866,6.827943,0.9985228,22.80298
87.80865,5.14337,1.78341,23.24931
88.00865,5.121858,1.786895,23.25164
88.24866,9.592865,1.917421,21.35541
88.48866,7.533893,1.372987,22.5928
88.68865,6.038411,1.585719,23.09487
88.88866,5.896361,1.274766,23.08821
89.08865,5.896361,1.274766,23.08821
89.28866,5.980027,1.807888,23.12508
89.48866,6.260938,1.682736,23.05267
89.68865,6.022676,1.579991,23.09775
89.88866,6.100471,1.488717,23.07155
90.08865,6.037538,1.511647,23.08778
90.28866,5.951411,1.5455,23.10914
90.48866,5.915719,1.565666,23.11824
90.69865,3.30551,1.851133,23.21871
90.89865,6.052452,1.49937,23.08327
91.09866,5.83269,1.515712,23.12911
91.29865,5.747868,1.545648,23.24152
91.49866,4.908604,1.618479,24.33385
91.69865,4.659442,1.497068,24.92129
91.90865,3.491881,0.8559437,26.17526
92.12865,2.792293,1.026016,27.17232
92.34866,3.536524,-0.7850621,27.71502
92.55865,2.975628,1.411119,29.68293
92.76865,3.642688,0.6126041,30.65792
92.96865,3.753972,0.923771,31.1404
93.16866,3.768896,1.221769,32.79439
93.36865,3.880027,1.330377,33.81525
93.56866,4.890563,1.229083,34.71853
93.78865,3.738977,0.8251476,35.89709
93.98866,3.646447,1.142531,36.93276
94.18865,3.282024,1.204185,37.98427
94.38866,3.452465,1.342091,38.66068
94.59866,4.702652,1.328762,40.06552
94.79865,5.323561,1.516623,41.00837
94.99866,5.28161,1.407366,42.03066
95.19865,6.257557,1.36764,42.80927
95.40865,3.95065,1.577217,44.23648
95.60866,4.02284,1.359035,45.23894
95.80865,3.982557,1.411981,46.2625
96.00865,4.105591,1.326234,47.28191
96.20866,5.14662,1.413522,48.24771
96.40865,5.749881,1.32553,49.18998
96.60866,5.899763,1.43618,50.16035
96.80865,5.86912,1.295138,51.22654
97.00865,5.838681,1.445915,52.25043
97.20866,5.701202,1.307306,53.13167
97.40865,5.637717,1.301369,53.13761
97.60866,3.567258,1.285204,53.19149
97.80865,3.816255,2.002543,53.27228
98.00865,3.405084,1.41705,53.18631
98.20866,3.300318,1.416921,53.17228
98.44865,7.336251,1.074005,52.63181
98.64865,7.005321,1.326449,52.79403
98.86865,3.430426,1.765241,53.22141
99.06866,3.435787,1.653569,53.21334
99.26865,3.476525,1.748485,53.22564
99.46865,3.498875,1.720204,53.22612
99.66866,3.526217,1.677539,53.22578
99.86865,3.384377,1.633979,53.20536
100.0687,3.513826,1.650723,53.22216
100.2687,3.165297,1.617513,53.17284
100.4987,2.897611,1.598959,53.12476
100.6987,3.961507,1.728173,53.26526
100.8987,4.062541,1.955578,53.28388
101.0987,4.055229,1.980844,53.2847
101.2987,4.164687,1.985796,53.28875
101.4987,3.920772,1.921319,53.27507
101.7087,6.08024,1.6709,53.09158
101.9087,5.748542,1.695371,53.15816
102.1087,5.865367,1.674564,53.13546
102.3087,5.896935,1.71076,53.13228
102.5087,5.825279,1.734114,53.14752
102.7187,3.495921,1.936124,53.23928
102.9187,3.552343,1.983803,53.24765
103.1187,3.811619,1.788834,53.26002
103.3187,3.90883,2.210087,53.28371
103.5187,3.974037,2.077979,53.28447
103.7187,3.946383,2.015978,53.28075
103.9187,3.848154,2.067255,53.27649
104.1287,6.243059,1.645041,53.05232
104.3287,6.229967,1.766743,53.06518
104.5287,6.196071,1.795104,53.07516
104.7287,6.224635,1.783125,53.06758
104.9287,6.221045,1.835585,53.07195
105.1287,6.224567,1.831485,53.07082
105.3387,7.647076,2.000042,52.5999
105.5387,6.366385,2.030413,53.04609
105.7387,5.697427,1.938504,53.18246
105.9387,5.748919,2.125809,53.18077
106.1387,5.695859,2.182046,53.19092
106.3387,5.691977,2.237346,53.19238
106.5387,5.778067,2.001339,53.17153
106.7387,6.179645,1.341648,53.03465
106.9387,5.34739,1.237004,53.1671
107.1387,5.962421,0.9693742,53.02551
107.3387,5.840256,0.9324076,53.04276
107.5387,5.710873,0.8561424,53.05186
107.7387,5.522796,0.7968165,53.07003
107.9487,3.75642,1.488156,53.22988
108.1587,5.706502,0.5469185,52.98754
108.3687,4.378873,2.243984,53.29876
108.5787,6.234877,1.191402,53.00102
108.7787,6.568653,0.8846711,52.8615
108.9787,6.674714,0.924319,52.83757
109.1787,6.845592,0.8488631,52.7692
109.4087,4.546895,2.05882,53.29323
109.6087,4.552235,2.009531,53.29133
109.8087,4.510798,1.927212,53.28838
110.0087,4.518034,1.968911,53.29029
110.2087,4.594341,2.011128,53.29046
110.4187,6.444141,1.49485,52.9868
110.6387,4.331287,1.753451,53.27848
110.8487,2.439427,1.88877,53.04495
111.0787,4.177084,1.687486,53.27081
111.3187,5.760653,1.154137,53.09381
111.5387,6.104456,1.275398,53.04299
111.7387,6.071361,1.670928,53.09356
111.9387,6.146146,1.854747,53.09032
112.1387,6.218252,1.976954,53.08015
112.3387,6.401399,2.033652,53.03724
112.5387,6.731105,1.923415,52.93911
112.7587,4.975131,1.344249,53.21737
112.9687,7.254115,1.457739,52.71915
113.1687,6.610411,1.444463,52.93484
113.3687,6.539385,0.8148094,52.85618
113.5787,4.179731,1.657169,53.26846
113.7787,4.619606,1.434986,53.24621
113.9987,7.363249,1.384666,52.66722
114.1987,6.948262,1.567417,52.8419
114.3987,6.918769,1.57338,52.85236
114.5987,6.931201,1.60277,52.8511
114.8087,4.572547,1.529418,53.2575
115.0087,4.546126,1.568456,53.26179
115.2087,4.64564,1.527024,53.2553
115.4087,4.556448,1.801929,53.28041
115.6087,5.088064,2.27194,53.26867
115.8087,5.282723,2.657179,53.24254
116.0087,5.286991,2.654015,53.24218
116.2087,5.243402,2.592204,53.24925
116.4087,5.310601,2.461696,53.24506
116.6087,5.300139,2.276773,53.24729
116.8087,5.340108,2.343957,53.24276
117.0087,5.335356,2.362878,53.24332
117.2086,5.342415,2.418066,53.24203
117.4087,5.403687,2.462566,53.23376
117.6087,5.445,2.398345,53.22927
117.8087,5.30305,2.20068,53.24612
118.0186,4.484314,1.931607,53.28893
118.2386,0.8189454,1.704972,52.43
118.4387,2.113998,1.379861,52.90942
118.6387,4.285969,1.566566,53.26249
118.8387,4.21979,1.655258,53.26928
119.0387,4.24529,1.977215,53.29026
119.2386,4.419656,2.348564,53.29908
119.4387,4.415741,2.416919,53.29865
119.6387,4.4564,2.353312,53.29884
119.8387,4.596397,2.329837,53.29663
120.0387,4.836339,2.126009,53.28441
120.2386,5.538285,2.17909,53.21528
120.4886,8.418946,1.448907,52.15607
120.6987,6.492663,1.382111,52.96072
120.8987,6.255104,1.739635,53.05713
121.0986,5.992508,2.006789,53.13107
121.2987,5.887649,2.06511,53.1538
121.4987,5.828955,1.75265,53.14829
121.6987,6.196592,1.724608,53.0698
121.8987,6.334364,1.962942,53.05133
122.0986,6.36698,2.009926,53.04514
122.2987,6.478679,1.99463,53.01522
122.4987,6.431293,2.019998,53.02894
122.6987,6.469581,2.022202,53.01876
122.9187,3.169255,2.34044,53.20512
123.1387,2.496606,2.15026,53.06936
123.3387,2.922578,2.035566,53.15767
123.5686,1.029994,2.016057,52.55184
123.7686,3.025339,1.899159,53.17005
123.9687,3.434025,1.938869,53.23215
124.1687,3.59573,2.215986,53.45516
124.3687,4.16055,2.123031,54.49546
124.5686,3.740575,2.121564,55.08795
124.7987,6.821842,1.236721,56.33102
124.9987,6.044961,1.367324,57.56379
125.1987,5.792929,1.466298,58.4833
125.3987,5.792929,1.466298,58.4833
125.6487,5.334053,-0.08059311,60.67708
125.8486,5.375524,1.019405,61.90183
126.0487,5.377366,1.013,61.9544
126.2487,5.76401,0.9823889,63.93637
126.4487,7.326582,1.397886,64.79955
126.6487,6.838456,1.421154,65.90456
126.8587,4.39558,1.419672,67.07935
127.0587,4.285493,1.478698,67.17429
127.2686,5.172133,1.745372,69.23531
127.4687,4.64235,1.552453,70.24236
127.6687,4.634582,1.552038,70.29305
127.8887,2.525664,1.433638,71.98824
128.0986,4.789119,1.027381,73.375
128.2987,4.371639,1.770618,74.47514
128.4987,4.264407,2.202245,75.50871
128.6987,4.254661,2.146739,76.52679
128.8987,4.043548,2.124104,77.53788
129.0986,4.020472,2.219182,78.5584
129.2987,4.114145,1.136221,79.51477
129.4987,4.04561,1.215764,80.50959
129.6987,3.990738,1.212943,81.56261
129.8987,3.882393,1.538381,82.5895
130.0986,3.927744,1.739028,83.28731
130.2987,3.860395,1.550904,83.26456
130.4987,3.757475,1.44926,83.24483
130.6987,4.093727,1.91474,83.30209
130.8987,3.779119,2.087914,83.29029
131.0986,3.54173,1.899575,83.26002
131.2987,3.645658,1.954024,83.2735
131.4987,4.861588,1.882356,83.2939
131.6987,4.610386,1.737766,83.29478
131.8987,4.273718,1.875657,83.30505
132.0986,4.167403,1.892718,83.30338
132.3186,4.208617,2.023556,83.31057
132.5186,4.280286,1.993195,83.31092
132.7187,4.497669,1.783431,83.30005
132.9187,4.562696,1.833636,83.30232
133.1487,-0.3712516,2.028845,81.72508
133.3486,2.201728,1.693243,82.9816
133.5487,3.819861,1.80376,83.27989
133.7487,3.845778,2.026788,83.2933
133.9487,3.806474,2.09522,83.29266
134.1587,4.515466,0.6739583,83.14595
134.3587,4.126556,0.6255713,83.1311
134.5686,2.946846,1.870613,83.17054
134.7686,3.280573,2.268345,83.23837
134.9687,3.265125,2.254267,83.23604
135.1786,5.000785,1.971413,83.28928
135.3987,1.723426,1.682185,82.82631
135.5986,1.904479,2.203684,82.91504
135.7987,2.845959,1.988892,83.157
135.9987,3.211984,2.185469,83.22723
136.1987,3.294984,2.515645,83.23831
136.3987,3.381171,2.096684,83.24891
136.5986,2.7674,1.719344,83.12471
136.8186,1.514157,1.676077,82.74761
137.0186,1.289653,1.148295,82.5901
137.2386,3.909247,1.331134,83.24097
137.4387,3.61353,1.401604,83.22518
137.6387,4.260546,1.553742,83.28014
137.8486,6.004303,1.580739,83.12315
138.0487,5.863524,1.769867,83.16631
138.2487,5.134183,1.783609,83.26765
138.4487,4.762597,1.942945,83.30199
138.6487,4.815683,2.030958,83.30323
138.8486,4.785067,1.963269,83.3019
139.0487,4.785067,1.963269,83.3019
139.2686,5.622069,1.590478,83.19241
139.4687,5.694958,1.730753,83.19282
