CurrentTime,RealGazePos_x,RealGazePos_y,RealGazePos_z
2.428658,2.013037,1.440677,-36.3259
2.438657,2.013037,1.440677,-36.3259
2.448657,2.013037,1.440677,-36.3259
2.458657,2.508032,1.999778,-36.14385
2.468657,2.508032,1.999778,-36.14385
2.478658,2.076514,1.434806,-36.30689
2.488657,2.076514,1.434806,-36.30689
2.498657,2.332373,1.521455,-36.22382
2.508657,2.332373,1.521455,-36.22382
2.518658,2.332373,1.521455,-36.22382
2.528657,2.536719,1.595757,-36.16436
2.538657,2.536719,1.595757,-36.16436
2.548657,2.536719,1.595757,-36.16436
2.558658,2.827612,1.680304,-36.09264
2.568657,2.827612,1.680304,-36.09264
2.578657,2.827612,1.680304,-36.09264
2.588657,3.089575,1.75331,-36.03888
2.598658,3.089575,1.75331,-36.03888
2.608657,3.089575,1.75331,-36.03888
2.618657,3.089575,1.75331,-36.03888
2.628657,3.25315,2.268229,-35.99296
2.638658,3.25315,2.268229,-35.99296
2.648657,3.25315,2.268229,-35.99296
2.658657,2.745947,2.498983,-36.08481
2.668657,2.745947,2.498983,-36.08481
2.678658,2.745947,2.498983,-36.08481
2.688657,3.021338,2.49403,-36.03153
2.698657,3.021338,2.49403,-36.03153
2.708657,3.021338,2.49403,-36.03153
2.718657,3.021338,2.49403,-36.03153
2.728658,3.13999,2.695905,-36.01865
2.738657,3.13999,2.695905,-36.01865
2.748657,3.13999,2.695905,-36.01865
2.758657,3.381445,2.763225,-35.98731
2.768658,3.381445,2.763225,-35.98731
2.778657,3.381445,2.763225,-35.98731
2.788657,3.438208,2.810181,-35.98293
2.798657,3.438208,2.810181,-35.98293
2.808658,3.438208,2.810181,-35.98293
2.818657,3.438208,2.810181,-35.98293
2.828657,3.545508,2.916016,-35.97783
2.838657,3.545508,2.916016,-35.97783
2.848658,3.545508,2.916016,-35.97783
2.858657,3.606543,2.979752,-35.97649
2.868657,3.606543,2.979752,-35.97649
2.878657,3.606543,2.979752,-35.97649
2.888658,2.501441,2.929453,-36.16219
2.898657,2.501441,2.929453,-36.16219
2.908657,2.501441,2.929453,-36.16219
2.918657,2.501441,2.929453,-36.16219
2.928658,2.390723,2.943052,-36.19119
2.938657,2.390723,2.943052,-36.19119
2.948657,2.390723,2.943052,-36.19119
2.958657,2.420996,3.195585,-36.20773
2.968657,2.420996,3.195585,-36.20773
2.978658,2.420996,3.195585,-36.20773
2.988657,2.32334,3.117025,-36.22498
2.998657,2.32334,3.117025,-36.22498
3.008657,2.32334,3.117025,-36.22498
3.018658,2.32334,3.117025,-36.22498
3.028657,2.350684,3.058775,-36.21186
3.038657,2.350684,3.058775,-36.21186
3.048657,2.350684,3.058775,-36.21186
3.058658,2.461401,3.051149,-36.18255
3.068657,2.461401,3.051149,-36.18255
3.078657,2.461401,3.051149,-36.18255
3.088657,2.532446,3.012539,-36.16157
3.098658,2.532446,3.012539,-36.16157
3.108657,2.532446,3.012539,-36.16157
3.118657,2.532446,3.012539,-36.16157
3.128657,2.535132,3.019994,-36.16155
3.138658,2.535132,3.019994,-36.16155
3.148657,2.535132,3.019994,-36.16155
3.158657,2.400488,2.903895,-36.18564
3.168657,2.400488,2.903895,-36.18564
3.178658,2.400488,2.903895,-36.18564
3.188657,2.4094,2.918011,-36.18442
3.198657,2.4094,2.918011,-36.18442
3.208657,2.4094,2.918011,-36.18442
3.218657,2.4094,2.918011,-36.18442
3.228658,2.415869,2.934982,-36.18403
3.238657,2.415869,2.934982,-36.18403
3.248657,2.415869,2.934982,-36.18403
3.258657,2.313208,2.932094,-36.21095
3.268658,2.313208,2.932094,-36.21095
3.278657,2.313208,2.932094,-36.21095
3.288657,2.426123,2.788866,-36.17129
3.298657,2.426123,2.788866,-36.17129
3.308658,2.426123,2.788866,-36.17129
3.318657,2.426123,2.788866,-36.17129
3.328657,2.416113,2.782377,-36.17346
3.338657,2.416113,2.782377,-36.17346
3.348658,2.474951,2.803556,-36.1599
3.358657,2.474951,2.803556,-36.1599
3.368657,2.548438,2.791596,-36.14132
3.378657,2.548438,2.791596,-36.14132
3.388658,2.548438,2.791596,-36.14132
3.398657,2.589209,2.780673,-36.13101
3.408657,2.589209,2.780673,-36.13101
3.418657,2.589209,2.780673,-36.13101
3.428658,2.589209,2.780673,-36.13101
3.438657,2.589209,2.780673,-36.13101
3.448657,2.589209,2.780673,-36.13101
3.458657,2.589209,2.780673,-36.13101
3.468657,2.877417,2.489411,-36.05805
3.478657,2.877417,2.489411,-36.05805
3.488657,2.940405,2.390684,-36.04457
3.498657,2.940405,2.390684,-36.04457
3.508657,2.940405,2.390684,-36.04457
3.518658,2.907446,2.469169,-36.05188
3.528657,2.907446,2.469169,-36.05188
3.538657,2.938086,2.442568,-36.04568
3.548657,2.938086,2.442568,-36.04568
3.558658,2.938086,2.442568,-36.04568
3.568657,2.983618,2.445315,-36.03735
3.578657,2.983618,2.445315,-36.03735
3.588657,3.01438,2.43904,-36.03181
3.598658,3.01438,2.43904,-36.03181
3.608657,3.017676,2.438033,-36.03125
3.618657,3.017676,2.438033,-36.03125
3.628657,3.017676,2.438033,-36.03125
3.638658,2.960181,2.543312,-36.04377
3.648657,2.960181,2.543312,-36.04377
3.658657,2.952612,2.544363,-36.04519
3.668657,2.952612,2.544363,-36.04519
3.678658,2.952612,2.544363,-36.04519
3.688657,2.98606,2.559471,-36.03952
3.698657,2.98606,2.559471,-36.03952
3.708657,2.972388,2.562413,-36.04205
3.718657,2.972388,2.562413,-36.04205
3.728657,2.972388,2.562413,-36.04205
3.738657,2.913184,2.566413,-36.05322
3.748657,2.913184,2.566413,-36.05322
3.758657,2.913184,2.566413,-36.05322
3.768658,2.940161,2.563697,-36.04798
3.778657,2.940161,2.563697,-36.04798
3.788657,2.940161,2.563697,-36.04798
3.798657,2.940161,2.563697,-36.04798
3.808658,2.940161,2.563697,-36.04798
3.818657,2.940161,2.563697,-36.04798
3.828657,2.940161,2.563697,-36.04798
3.838657,2.940161,2.563697,-36.04798
3.848658,2.940161,2.563697,-36.04798
3.858657,2.940161,2.563697,-36.04798
3.868657,2.940161,2.563697,-36.04798
3.878657,2.940161,2.563697,-36.04798
3.888658,2.940161,2.563697,-36.04798
3.898657,2.940161,2.563697,-36.04798
3.908657,2.940161,2.563697,-36.04798
3.918657,2.940161,2.563697,-36.04798
3.928658,2.940161,2.563697,-36.04798
3.938657,2.940161,2.563697,-36.04798
3.948657,2.940161,2.563697,-36.04798
3.958657,2.940161,2.563697,-36.04798
3.968657,6.950293,1.839189,-36.34308
3.978657,6.950293,1.839189,-36.34308
3.988657,6.950293,1.839189,-36.34308
3.998657,6.584326,1.731646,-36.23703
4.008657,6.584326,1.731646,-36.23703
4.018658,6.584326,1.731646,-36.23703
4.028657,6.584326,1.731646,-36.23703
4.038657,6.270117,1.318393,-36.19715
4.048657,6.270117,1.318393,-36.19715
4.058658,6.270117,1.318393,-36.19715
4.068657,5.885962,1.614699,-36.08149
4.078657,5.885962,1.614699,-36.08149
4.088657,5.885962,1.614699,-36.08149
4.098658,5.332617,1.633928,-35.99468
4.108657,5.332617,1.633928,-35.99468
4.118657,5.332617,1.633928,-35.99468
4.128657,5.332617,1.633928,-35.99468
4.138658,5.113989,1.552352,-35.97959
4.148657,5.113989,1.552352,-35.97959
4.158657,5.113989,1.552352,-35.97959
4.168657,4.916235,1.582216,-35.96142
4.178658,4.916235,1.582216,-35.96142
4.188657,4.916235,1.582216,-35.96142
4.198657,4.757788,1.519375,-35.9588
4.208657,4.757788,1.519375,-35.9588
4.218657,4.757788,1.519375,-35.9588
4.228657,4.757788,1.519375,-35.9588
4.238657,4.437476,1.669213,-35.93712
4.248657,4.437476,1.669213,-35.93712
4.258657,4.437476,1.669213,-35.93712
4.268658,4.129126,1.699994,-35.93908
4.278657,4.129126,1.699994,-35.93908
4.288657,4.129126,1.699994,-35.93908
4.298657,4.142432,1.800198,-35.93146
4.308658,4.142432,1.800198,-35.93146
4.318657,4.142432,1.800198,-35.93146
4.328657,4.142432,1.800198,-35.93146
4.338657,4.077246,1.526351,-35.9566
4.348658,4.077246,1.526351,-35.9566
4.358657,4.077246,1.526351,-35.9566
4.368657,4.069556,1.502533,-35.9593
4.378657,4.069556,1.502533,-35.9593
4.388658,4.069556,1.502533,-35.9593
4.398657,4.069556,1.502533,-35.9593
4.408657,4.069556,1.502533,-35.9593
4.418657,4.069556,1.502533,-35.9593
4.428658,4.069556,1.502533,-35.9593
4.438657,4.069556,1.502533,-35.9593
4.448657,4.069556,1.502533,-35.9593
4.458657,4.069556,1.502533,-35.9593
4.468657,4.069556,1.502533,-35.9593
4.478657,4.069556,1.502533,-35.9593
4.488657,4.069556,1.502533,-35.9593
4.498657,4.069556,1.502533,-35.9593
4.508657,4.069556,1.502533,-35.9593
4.518658,4.069556,1.502533,-35.9593
4.528657,4.069556,1.502533,-35.9593
4.538657,4.069556,1.502533,-35.9593
4.548657,4.069556,1.502533,-35.9593
4.558658,4.069556,1.502533,-35.9593
4.568657,4.069556,1.502533,-35.9593
4.578657,4.069556,1.502533,-35.9593
4.588657,4.069556,1.502533,-35.9593
4.598658,4.069556,1.502533,-35.9593
4.608657,4.069556,1.502533,-35.9593
4.618657,4.069556,1.502533,-35.9593
4.628657,4.069556,1.502533,-35.9593
4.638658,4.069556,1.502533,-35.9593
4.648657,4.069556,1.502533,-35.9593
4.658657,4.069556,1.502533,-35.9593
4.668657,4.069556,1.502533,-35.9593
4.678658,4.069556,1.502533,-35.9593
4.688657,4.069556,1.502533,-35.9593
4.698657,4.069556,1.502533,-35.9593
4.708657,4.069556,1.502533,-35.9593
4.718657,4.069556,1.502533,-35.9593
4.728657,4.069556,1.502533,-35.9593
4.738657,4.069556,1.502533,-35.9593
4.748657,4.069556,1.502533,-35.9593
4.758657,4.069556,1.502533,-35.9593
4.768658,4.069556,1.502533,-35.9593
4.778657,4.069556,1.502533,-35.9593
4.788657,4.069556,1.502533,-35.9593
4.798657,4.069556,1.502533,-35.9593
4.808658,4.069556,1.502533,-35.9593
4.818657,4.069556,1.502533,-35.9593
4.828657,4.069556,1.502533,-35.9593
4.838657,4.069556,1.502533,-35.9593
4.848658,4.069556,1.502533,-35.9593
4.858657,4.069556,1.502533,-35.9593
4.868657,4.069556,1.502533,-35.9593
4.878657,4.069556,1.502533,-35.9593
4.888658,4.069556,1.502533,-35.9593
4.898658,4.693335,1.632243,-35.94551
4.908658,4.693335,1.632243,-35.94551
4.918656,4.693335,1.632243,-35.94551
4.928657,4.693335,1.632243,-35.94551
4.938657,4.601904,1.564944,-35.94887
4.948657,4.601904,1.564944,-35.94887
4.958657,4.601904,1.564944,-35.94887
4.968657,4.616553,1.580529,-35.94769
4.978658,4.616553,1.580529,-35.94769
4.988658,4.616553,1.580529,-35.94769
4.998656,4.636206,1.626791,-35.94408
5.008657,4.636206,1.626791,-35.94408
5.018657,4.636206,1.626791,-35.94408
5.028657,4.636206,1.626791,-35.94408
5.038657,4.642554,1.598449,-35.94677
5.048657,4.642554,1.598449,-35.94677
5.058658,4.640357,1.613534,-35.94538
5.068658,4.640357,1.613534,-35.94538
5.078658,4.640357,1.613534,-35.94538
5.088656,4.72544,1.443443,-35.96541
5.098657,4.72544,1.443443,-35.96541
5.108657,4.600684,1.584886,-35.94686
5.118657,4.600684,1.584886,-35.94686
5.128657,4.519873,1.700049,-35.93541
5.138658,4.519873,1.700049,-35.93541
5.148658,4.519873,1.700049,-35.93541
5.158658,4.499365,1.722192,-35.93341
5.168656,4.499365,1.722192,-35.93341
5.178657,4.557105,1.607223,-35.94387
5.188657,4.557105,1.607223,-35.94387
5.198657,4.557105,1.607223,-35.94387
5.208657,4.539649,1.854387,-35.92511
5.218657,4.539649,1.854387,-35.92511
5.228658,4.52854,1.883626,-35.92323
5.238658,4.52854,1.883626,-35.92323
5.248656,4.52854,1.883626,-35.92323
5.258657,4.476172,1.764803,-35.93011
5.268657,4.476172,1.764803,-35.93011
5.278657,4.37168,1.720948,-35.93298
5.288657,4.37168,1.720948,-35.93298
5.298657,4.37168,1.720948,-35.93298
5.308658,4.395728,1.73251,-35.93202
5.318658,4.395728,1.73251,-35.93202
5.328658,4.434058,1.748955,-35.93092
5.338656,4.434058,1.748955,-35.93092
5.348657,4.434058,1.748955,-35.93092
5.358657,4.423926,1.754801,-35.9305
5.368657,4.423926,1.754801,-35.9305
5.378657,4.423926,1.754801,-35.9305
5.388658,4.405982,1.756989,-35.93027
5.398658,4.405982,1.756989,-35.93027
5.408658,4.405982,1.756989,-35.93027
5.418656,4.405982,1.756989,-35.93027
5.428657,3.384619,1.949208,-35.98365
5.438657,3.384619,1.949208,-35.98365
5.448657,3.384619,1.949208,-35.98365
5.458657,2.732031,2.213668,-36.08672
5.468657,2.732031,2.213668,-36.08672
5.478658,2.732031,2.213668,-36.08672
5.488658,2.748389,2.030262,-36.08801
5.498656,2.748389,2.030262,-36.08801
5.508657,2.748389,2.030262,-36.08801
5.518657,2.748389,2.030262,-36.08801
5.528657,2.747534,1.986356,-36.08991
5.538657,2.747534,1.986356,-36.08991
5.548657,2.747534,1.986356,-36.08991
5.558658,2.755591,1.995418,-36.08785
5.568658,2.755591,1.995418,-36.08785
5.578658,2.755591,1.995418,-36.08785
5.588656,2.76084,2.002554,-36.08638
5.598657,2.76084,2.002554,-36.08638
5.608657,2.76084,2.002554,-36.08638
5.618657,2.76084,2.002554,-36.08638
5.628657,2.839331,1.848728,-36.07819
5.638658,2.839331,1.848728,-36.07819
5.648658,2.839331,1.848728,-36.07819
5.658658,2.951025,1.937337,-36.05198
5.668656,2.951025,1.937337,-36.05198
5.678657,2.951025,1.937337,-36.05198
5.688657,3.098853,1.939537,-36.02596
5.698657,3.098853,1.939537,-36.02596
5.708657,3.098853,1.939537,-36.02596
5.718657,3.098853,1.939537,-36.02596
5.728658,3.226416,1.940705,-36.00597
5.738658,3.226416,1.940705,-36.00597
5.748656,3.226416,1.940705,-36.00597
5.758657,3.384985,1.941034,-35.98395
5.768657,3.384985,1.941034,-35.98395
5.778657,3.384985,1.941034,-35.98395
5.788657,3.585669,2.305089,-35.95169
5.798657,3.585669,2.305089,-35.95169
5.808658,3.585669,2.305089,-35.95169
5.818658,3.585669,2.305089,-35.95169
5.828658,3.585059,2.098437,-35.95492
5.838656,3.585059,2.098437,-35.95492
5.848657,3.585059,2.098437,-35.95492
5.858657,3.661353,2.233347,-35.94477
5.868657,3.661353,2.233347,-35.94477
5.878657,3.661353,2.233347,-35.94477
5.888658,3.749365,2.206202,-35.93749
5.898658,3.749365,2.206202,-35.93749
5.908658,3.749365,2.206202,-35.93749
5.918656,3.749365,2.206202,-35.93749
5.928657,3.751807,2.171505,-35.93782
5.938657,3.751807,2.171505,-35.93782
5.948657,3.751807,2.171505,-35.93782
5.958657,3.800025,2.280272,-35.93269
5.968657,3.800025,2.280272,-35.93269
5.978658,3.800025,2.280272,-35.93269
5.988658,3.829932,2.293478,-35.93042
5.998656,3.829932,2.293478,-35.93042
6.008657,3.829932,2.293478,-35.93042
6.018657,3.800635,2.288824,-35.93261
6.028657,3.800635,2.288824,-35.93261
6.038657,3.800635,2.288824,-35.93261
6.048657,3.800635,2.288824,-35.93261
6.058658,3.887427,2.282157,-35.9266
6.068658,3.887427,2.282157,-35.9266
6.078658,3.887427,2.282157,-35.9266
6.088656,3.941748,2.415488,-35.92374
6.098657,3.941748,2.415488,-35.92374
6.108657,3.941748,2.415488,-35.92374
6.118657,3.913672,2.349051,-35.92485
6.128657,3.913672,2.349051,-35.92485
6.138658,3.913672,2.349051,-35.92485
6.148658,3.913672,2.349051,-35.92485
6.158658,3.942969,2.388702,-35.92342
6.168656,3.942969,2.388702,-35.92342
6.178657,3.942969,2.388702,-35.92342
6.188657,3.908667,2.363371,-35.92522
6.198657,3.908667,2.363371,-35.92522
6.208657,3.908667,2.363371,-35.92522
6.218657,3.908667,2.363371,-35.92522
6.228658,3.890845,2.364653,-35.92637
6.238658,3.890845,2.364653,-35.92637
6.248656,3.890845,2.364653,-35.92637
6.258657,3.947363,2.507106,-35.925
6.268657,3.947363,2.507106,-35.925
6.278657,3.947363,2.507106,-35.925
6.288657,3.880713,2.537179,-35.9298
6.298657,3.880713,2.537179,-35.9298
6.308658,3.880713,2.537179,-35.9298
6.318658,3.886694,2.50093,-35.9285
6.328658,3.886694,2.50093,-35.9285
6.338656,3.886694,2.50093,-35.9285
6.348657,3.886694,2.50093,-35.9285
6.358657,3.885108,2.509624,-35.92878
6.368657,3.885108,2.509624,-35.92878
6.378657,3.885108,2.509624,-35.92878
6.388658,3.879858,2.506948,-35.92904
6.398658,3.879858,2.506948,-35.92904
6.408658,3.879858,2.506948,-35.92904
6.418656,3.886206,2.520877,-35.92894
6.428657,3.886206,2.520877,-35.92894
6.438657,3.871802,2.501103,-35.92947
6.448657,3.871802,2.501103,-35.92947
6.458657,3.871802,2.501103,-35.92947
6.468657,3.886206,2.488939,-35.92826
6.478658,3.886206,2.488939,-35.92826
6.488658,3.902442,2.440803,-35.92635
6.498656,3.902442,2.440803,-35.92635
6.508657,3.902442,2.440803,-35.92635
6.518657,3.896948,2.457458,-35.92696
6.528657,3.896948,2.457458,-35.92696
