CurrentTime,HeadRot_x,HeadRot_y,HeadRot_z
3.728657,2.958,0,0
3.738657,2.958,0,0
3.748657,2.958,0,0
3.758657,2.958,0,0
3.768658,2.958,0,0
3.778657,2.958,0,0
3.788657,2.958,0,0
3.798657,2.958,0,0
3.808658,2.958,0,0
3.818657,2.958,0,0
3.828657,2.958,0,0
3.838657,2.958,0,0
3.848658,2.958,0,0
3.858657,2.958,0,0
3.868657,2.958,0,0
3.878657,2.958,0,0
3.888658,2.958,0,0
3.898657,2.958,0,0
3.908657,2.958,0,0
3.918657,2.958,0,0
3.928658,2.958,0,0
3.938657,2.958,0,0
3.948657,2.958,0,0
3.958657,2.958,0,0
3.968657,2.958,0,0
3.978657,2.958,0,0
3.988657,2.958,0,0
3.998657,2.958,0,0
4.008657,2.958,0,0
4.018658,2.958,0,0
4.028657,2.958,0,0
4.038657,2.958,0,0
4.048657,2.958,0,0
4.058658,2.958,0,0
4.068657,2.958,0,0
4.078657,2.958,0,0
4.088657,2.958,0,0
4.098658,2.958,0,0
4.108657,2.958,0,0
4.118657,2.958,0,0
4.128657,2.958,0,0
4.138658,2.958,0,0
4.148657,2.958,0,0
4.158657,2.958,0,0
4.168657,2.958,0,0
4.178658,2.958,0,0
4.188657,2.958,0,0
4.198657,2.958,0,0
4.208657,2.958,0,0
4.218657,2.958,0,0
4.228657,2.958,0,0
4.238657,2.958,0,0
4.248657,2.958,0,0
4.258657,2.958,0,0
4.268658,2.958,0,0
4.278657,2.958,0,0
4.288657,2.958,0,0
4.298657,2.958,0,0
4.308658,2.958,0,0
4.318657,2.958,0,0
4.328657,2.958,0,0
4.338657,2.958,0,0
4.348658,2.958,0,0
4.358657,2.958,0,0
4.368657,2.958,0,0
4.378657,2.958,0,0
4.388658,2.958,0,0
4.398657,2.958,0,0
4.408657,2.958,0,0
4.418657,2.958,0,0
4.428658,2.958,0,0
4.438657,2.958,0,0
4.448657,2.958,0,0
4.458657,2.958,0,0
4.468657,2.958,0,0
4.478657,2.958,0,0
4.488657,2.958,0,0
4.498657,2.958,0,0
4.508657,2.958,0,0
4.518658,2.958,0,0
4.528657,2.958,0,0
4.538657,2.958,0,0
4.548657,2.958,0,0
4.558658,2.958,0,0
4.568657,2.958,0,0
4.578657,2.958,0,0
4.588657,2.958,0,0
4.598658,2.958,0,0
4.608657,2.958,0,0
4.618657,2.958,0,0
4.628657,2.958,0,0
4.638658,2.958,0,0
4.648657,2.958,0,0
4.658657,2.958,0,0
4.668657,2.958,0,0
4.678658,2.958,0,0
4.688657,2.958,0,0
4.698657,2.958,0,0
4.708657,2.958,0,0
4.718657,2.958,0,0
4.728657,2.958,0,0
4.738657,2.958,0,0
4.748657,2.958,0,0
4.758657,2.958,0,0
4.768658,2.958,0,0
4.778657,2.958,0,0
4.788657,2.958,0,0
4.798657,2.958,0,0
4.808658,2.958,0,0
4.818657,2.958,0,0
4.828657,2.958,0,0
4.838657,2.958,0,0
4.848658,2.958,0,0
4.858657,2.958,0,0
4.868657,2.958,0,0
4.878657,2.958,0,0
4.888658,2.958,0,0
4.898658,2.958,0,0
4.908658,2.958,0,0
4.918656,2.958,0,0
4.928657,2.958,0,0
4.938657,2.958,0,0
4.948657,2.958,0,0
4.958657,2.958,0,0
4.968657,2.958,0,0
4.978658,2.958,0,0
4.988658,2.958,0,0
4.998656,2.958,0,0
5.008657,2.958,0,0
5.018657,2.958,0,0
5.028657,2.958,0,0
5.038657,2.958,0,0
5.048657,2.958,0,0
5.058658,2.958,0,0
5.068658,2.958,0,0
5.078658,2.958,0,0
5.088656,2.958,0,0
5.098657,2.958,0,0
5.108657,2.958,0,0
5.118657,2.958,0,0
5.128657,2.958,0,0
5.138658,2.958,0,0
5.148658,2.958,0,0
5.158658,2.958,0,0
5.168656,2.958,0,0
5.178657,2.958,0,0
5.188657,2.958,0,0
5.198657,2.958,0,0
5.208657,2.958,0,0
5.218657,2.958,0,0
5.228658,2.958,0,0
5.238658,2.958,0,0
5.248656,2.958,0,0
5.258657,2.958,0,0
5.268657,2.958,0,0
5.278657,2.958,0,0
5.288657,2.958,0,0
5.298657,2.958,0,0
5.308658,2.958,0,0
5.318658,2.958,0,0
5.328658,2.958,0,0
5.338656,2.958,0,0
5.348657,2.958,0,0
5.358657,2.958,0,0
5.368657,2.958,0,0
5.378657,2.958,0,0
5.388658,2.958,0,0
5.398658,2.958,0,0
5.408658,2.958,0,0
5.418656,2.958,0,0
5.428657,2.958,0,0
5.438657,2.958,0,0
5.448657,2.958,0,0
5.458657,2.958,0,0
5.468657,2.958,0,0
5.478658,2.958,0,0
5.488658,2.958,0,0
5.498656,2.958,0,0
5.508657,2.958,0,0
5.518657,2.958,0,0
5.528657,2.958,0,0
5.538657,2.958,0,0
5.548657,2.958,0,0
5.558658,2.958,0,0
5.568658,2.958,0,0
5.578658,2.958,0,0
5.588656,2.958,0,0
5.598657,2.958,0,0
5.608657,2.958,0,0
5.618657,2.958,0,0
5.628657,2.958,0,0
5.638658,2.958,0,0
5.648658,2.958,0,0
5.658658,2.958,0,0
5.668656,2.958,0,0
5.678657,2.958,0,0
5.688657,2.958,0,0
5.698657,2.958,0,0
5.708657,2.958,0,0
5.718657,2.958,0,0
5.728658,2.958,0,0
5.738658,2.958,0,0
5.748656,2.958,0,0
5.758657,2.958,0,0
5.768657,2.958,0,0
5.778657,2.958,0,0
5.788657,2.958,0,0
5.798657,2.958,0,0
5.808658,2.958,0,0
5.818658,2.958,0,0
5.828658,2.958,0,0
5.838656,2.958,0,0
5.848657,2.958,0,0
5.858657,2.958,0,0
5.868657,2.958,0,0
5.878657,2.958,0,0
5.888658,2.958,0,0
5.898658,2.958,0,0
5.908658,2.958,0,0
5.918656,2.958,0,0
5.928657,2.958,0,0
5.938657,2.958,0,0
5.948657,2.958,0,0
5.958657,2.958,0,0
5.968657,2.958,0,0
5.978658,2.958,0,0
5.988658,2.958,0,0
5.998656,2.958,0,0
6.008657,2.958,0,0
6.018657,2.958,0,0
6.028657,2.958,0,0
6.038657,2.958,0,0
6.048657,2.958,0,0
6.058658,2.958,0,0
6.068658,2.958,0,0
6.078658,2.958,0,0
6.088656,2.958,0,0
6.098657,2.958,0,0
6.108657,2.958,0,0
6.118657,2.958,0,0
6.128657,2.958,0,0
6.138658,2.958,0,0
6.148658,2.958,0,0
6.158658,2.958,0,0
6.168656,2.958,0,0
6.178657,2.958,0,0
6.188657,2.958,0,0
6.198657,2.958,0,0
6.208657,2.958,0,0
6.218657,2.958,0,0
6.228658,2.958,0,0
6.238658,2.958,0,0
6.248656,2.958,0,0
6.258657,2.958,0,0
6.268657,2.958,0,0
6.278657,2.958,0,0
6.288657,2.958,0,0
6.298657,2.958,0,0
6.308658,2.958,0,0
6.318658,2.958,0,0
6.328658,2.958,0,0
6.338656,2.958,0,0
6.348657,2.958,0,0
6.358657,2.958,0,0
6.368657,2.958,0,0
6.378657,2.958,0,0
6.388658,2.958,0,0
6.398658,2.958,0,0
6.408658,2.958,0,0
6.418656,2.958,0,0
6.428657,2.958,0,0
6.438657,2.958,0,0
6.448657,2.958,0,0
6.458657,2.958,0,0
6.468657,2.958,0,0
6.478658,2.958,0,0
6.488658,2.958,0,0
6.498656,2.958,0,0
6.508657,2.958,0,0
6.518657,2.958,0,0
6.528657,2.958,0,0
6.538657,2.958,0,0
6.548657,2.958,0,0
6.558658,2.958,0,0
6.568658,2.958,0,0
6.578658,2.958,0,0
6.588656,2.958,0,0
6.598657,2.958,0,0
6.608657,2.958,0,0
6.618657,2.958,0,0
6.628657,2.958,0,0
6.638658,2.958,0,0
6.648658,2.958,0,0
6.658658,2.958,0,0
6.668656,2.958,0,0
6.678657,2.958,0,0
6.688657,2.958,0,0
6.698657,2.958,0,0
6.708657,2.958,0,0
6.718657,2.958,0,0
6.728658,2.958,0,0
6.738658,2.958,0,0
6.748656,2.958,0,0
6.758657,2.958,0,0
6.768657,2.958,0,0
6.778657,2.958,0,0
6.788657,2.958,0,0
6.798657,2.958,0,0
6.808658,2.958,0,0
6.818658,2.958,0,0
6.828658,2.958,0,0
6.838656,2.958,0,0
6.848657,2.958,0,0
6.858657,2.958,0,0
6.868657,2.958,0,0
6.878657,2.958,0,0
6.888658,2.958,0,0
6.898658,2.958,0,0
6.908658,2.958,0,0
6.918656,2.958,0,0
6.928657,2.958,0,0
6.938657,2.958,0,0
6.948657,2.958,0,0
6.958657,2.958,0,0
6.968657,2.958,0,0
6.978658,2.958,0,0
6.988658,2.958,0,0
6.998656,2.958,0,0
7.008657,2.958,0,0
7.018657,2.958,0,0
7.028657,2.958,0,0
7.038657,2.958,0,0
7.048657,2.958,0,0
7.058658,2.958,0,0
7.068658,2.958,0,0
7.078658,2.958,0,0
7.088656,2.958,0,0
7.098657,2.958,0,0
7.108657,2.958,0,0
7.118657,2.958,0,0
7.128657,2.958,0,0
7.138658,2.958,0,0
7.148658,2.958,0,0
7.158658,2.958,0,0
7.168656,2.958,0,0
7.178657,2.958,0,0
7.188657,2.958,0,0
7.198657,2.958,0,0
7.208657,2.958,0,0
7.218657,2.958,0,0
7.228658,2.958,0,0
7.238658,2.958,0,0
7.248656,2.958,0,0
7.258657,2.958,0,0
7.268657,2.958,0,0
7.278657,2.958,0,0
7.288657,2.958,0,0
7.298657,2.958,0,0
7.308658,2.958,0,0
7.318658,2.958,0,0
7.328658,2.958,0,0
7.338656,2.958,0,0
7.348657,2.958,0,0
7.358657,2.958,0,0
7.368657,2.958,0,0
7.378657,2.958,0,0
7.388658,2.958,0,0
7.398658,2.958,0,0
7.408658,2.958,0,0
7.418656,2.958,0,0
7.428657,2.958,0,0
7.438657,2.958,0,0
7.448657,2.958,0,0
7.458657,2.958,0,0
7.468657,2.958,0,0
7.478658,2.958,0,0
7.488658,2.958,0,0
7.498656,2.958,0,0
7.508657,2.958,0,0
7.518657,2.958,0,0
7.528657,2.958,0,0
7.538657,2.958,0,0
7.548657,2.958,0,0
7.558658,2.958,0,0
7.568658,2.958,0,0
7.578658,2.958,0,0
7.588656,2.958,0,0
7.598657,2.958,0,0
7.608657,2.958,0,0
7.618657,2.958,0,0
7.628657,2.958,0,0
7.638658,2.958,0,0
7.648658,2.958,0,0
7.658658,2.958,0,0
7.668656,2.958,0,0
7.678657,2.958,0,0
7.688657,2.958,0,0
7.698657,2.958,0,0
7.708657,2.958,0,0
7.718657,2.958,0,0
7.728658,2.958,0,0
7.738658,2.958,0,0
7.748656,2.958,0,0
7.758657,2.958,0,0
7.768657,2.958,0,0
7.778657,2.958,0,0
7.788657,2.958,0,0
7.798657,2.958,0,0
7.808658,2.958,0,0
7.818658,2.958,0,0
7.828656,2.958,0,0
7.838656,2.958,0,0
7.848657,2.958,0,0
7.858657,2.958,0,0
7.868657,2.958,0,0
7.878657,2.958,0,0
7.888658,2.958,0,0
7.898658,2.958,0,0
7.908658,2.958,0,0
7.918656,2.958,0,0
7.928657,2.958,0,0
7.938657,2.958,0,0
7.948657,2.958,0,0
7.958657,2.958,0,0
7.968657,2.958,0,0
7.978658,2.958,0,0
7.988658,2.958,0,0
7.998656,2.958,0,0
8.008657,2.958,0,0
8.018657,2.958,0,0
8.028657,2.958,0,0
8.038657,2.958,0,0
8.048657,2.958,0,0
8.058658,2.958,0,0
8.068658,2.958,0,0
8.078656,2.958,0,0
8.088656,2.958,0,0
8.098657,2.958,0,0
8.108657,2.958,0,0
8.118657,2.958,0,0
8.128657,2.958,0,0
8.138658,2.958,0,0
8.148658,2.958,0,0
8.158658,2.958,0,0
8.168656,2.958,0,0
8.178657,2.958,0,0
8.188657,2.958,0,0
8.198657,2.958,0,0
8.208657,2.958,0,0
8.218657,2.958,0,0
8.228658,2.958,0,0
8.238658,2.958,0,0
8.248656,2.958,0,0
8.258657,2.958,0,0
8.268657,2.958,0,0
8.278657,2.958,0,0
8.288657,2.958,0,0
8.298657,2.958,0,0
8.308658,2.958,0,0
8.318658,2.958,0,0
8.328656,2.958,0,0
8.338656,2.958,0,0
8.348657,2.958,0,0
8.358657,2.958,0,0
8.368657,2.958,0,0
8.378657,2.958,0,0
8.388658,2.958,0,0
8.398658,2.958,0,0
8.408658,2.958,0,0
8.418656,2.958,0,0
8.428657,2.958,0,0
8.438657,2.958,0,0
8.448657,2.958,0,0
8.458657,2.958,0,0
8.468657,2.958,0,0
8.478658,2.958,0,0
8.488658,2.958,0,0
8.498656,2.958,0,0
8.508657,2.958,0,0
8.518657,2.958,0,0
8.528657,2.958,0,0
8.538657,2.958,0,0
8.548657,2.958,0,0
8.558658,2.958,0,0
8.568658,2.958,0,0
8.578656,2.958,0,0
8.588656,2.958,0,0
8.598657,2.958,0,0
8.608657,2.958,0,0
8.618657,2.958,0,0
8.628657,2.958,0,0
8.638658,2.958,0,0
8.648658,2.958,0,0
8.658658,2.958,0,0
8.668656,2.958,0,0
8.678657,2.958,0,0
8.688657,2.958,0,0
8.698657,2.958,0,0
8.708657,2.958,0,0
8.718657,2.958,0,0
8.728658,2.958,0,0
8.738658,2.958,0,0
8.748656,2.958,0,0
8.758657,2.958,0,0
8.768657,2.958,0,0
8.778657,2.958,0,0
8.788657,2.958,0,0
8.798657,2.958,0,0
8.808658,2.958,0,0
8.818658,2.958,0,0
8.828656,2.958,0,0
8.838656,2.958,0,0
8.848657,2.958,0,0
8.858657,2.958,0,0
8.868657,2.958,0,0
8.878657,2.958,0,0
8.888658,2.958,0,0
8.898658,2.958,0,0
8.908658,2.958,0,0
8.918656,2.958,0,0
8.928657,2.958,0,0
8.938657,2.958,0,0
8.948657,2.958,0,0
8.958657,2.958,0,0
8.968657,2.958,0,0
8.978658,2.958,0,0
8.988658,2.958,0,0
8.998656,2.958,0,0
9.008657,2.958,0,0
9.018657,2.958,0,0
9.028657,2.958,0,0
9.038657,2.958,0,0
9.048657,2.958,0,0
9.058658,2.958,0,0
9.068658,2.958,0,0
9.078656,2.958,0,0
9.088656,2.958,0,0
9.098657,2.958,0,0
9.108657,2.958,0,0
9.118657,2.958,0,0
9.128657,2.958,0,0
9.138658,2.958,0,0
9.148658,2.958,0,0
9.158658,2.958,0,0
9.168656,2.958,0,0
9.178657,2.958,0,0
9.188657,2.958,0,0
9.198657,2.958,0,0
9.208657,2.958,0,0
9.218657,2.958,0,0
9.228658,2.958,0,0
9.238658,2.958,0,0
9.248656,2.958,0,0
9.258657,2.958,0,0
9.268657,2.958,0,0
9.278657,2.958,0,0
9.288657,2.958,0,0
9.298657,2.958,0,0
9.308658,2.958,0,0
9.318658,2.958,0,0
9.328656,2.958,0,0
9.338656,2.958,0,0
9.348657,2.958,0,0
9.358657,2.958,0,0
9.368657,2.958,0,0
9.378657,2.958,0,0
9.388658,2.958,0,0
9.398658,2.958,0,0
9.408658,2.958,0,0
9.418656,2.958,0,0
9.428657,2.958,0,0
9.438657,2.958,0,0
9.448657,2.958,0,0
9.458657,2.958,0,0
9.468657,2.958,0,0
9.478658,2.958,0,0
9.488658,2.958,0,0
9.498656,2.958,0,0
9.508657,2.958,0,0
9.518657,2.958,0,0
9.528657,2.958,0,0
9.538657,2.958,0,0
9.548657,2.958,0,0
9.558658,2.958,0,0
9.568658,2.958,0,0
9.578656,2.958,0,0
9.588656,2.958,0,0
9.598657,2.958,0,0
9.608657,2.958,0,0
9.618657,2.958,0,0
9.628657,2.958,0,0
9.638658,2.958,0,0
9.648658,2.958,0,0
9.658658,2.958,0,0
9.668656,2.958,0,0
9.678657,2.958,0,0
9.688657,2.958,0,0
9.698657,2.958,0,0
9.708657,2.958,0,0
9.718657,2.958,0,0
9.728658,2.958,0,0
9.738658,2.958,0,0
9.748656,2.958,0,0
9.758657,2.958,0,0
9.768657,2.958,0,0
9.778657,2.958,0,0
9.788657,2.958,0,0
9.798657,2.958,0,0
9.808658,2.958,0,0
9.818658,2.958,0,0
9.828656,2.958,0,0
9.838656,2.958,0,0
9.848657,2.958,0,0
9.858657,2.958,0,0
9.868657,2.958,0,0
9.878657,2.958,0,0
9.888658,2.958,0,0
9.898658,2.958,0,0
9.908658,2.958,0,0
9.918656,2.958,0,0
9.928657,2.958,0,0
9.938657,2.958,0,0
9.948657,2.958,0,0
9.958657,2.958,0,0
9.968657,2.958,0,0
9.978658,2.958,0,0
9.988658,2.958,0,0
9.998656,2.958,0,0
10.00866,2.958,0,0
10.01866,2.958,0,0
10.02866,2.958,0,0
10.03866,2.958,0,0
10.04866,2.958,0,0
10.05866,2.958,0,0
10.06866,2.958,0,0
10.07866,2.958,0,0
10.08866,2.958,0,0
10.09866,2.958,0,0
10.10866,2.958,0,0
10.11866,2.958,0,0
10.12866,2.958,0,0
10.13866,2.958,0,0
10.14866,2.958,0,0
10.15866,2.958,0,0
10.16866,2.958,0,0
10.17866,2.958,0,0
10.18866,2.958,0,0
10.19866,2.958,0,0
10.20866,2.958,0,0
10.21866,2.958,0,0
10.22866,2.958,0,0
10.23866,2.958,0,0
10.24866,2.958,0,0
10.25866,2.958,0,0
10.26866,2.958,0,0
10.27866,2.958,0,0
10.28866,2.958,0,0
10.29866,2.958,0,0
10.30866,2.958,0,0
10.31866,2.958,0,0
10.32866,2.958,0,0
10.33866,2.958,0,0
10.34866,2.958,0,0
10.35866,2.958,0,0
10.36866,2.958,0,0
10.37866,2.958,0,0
10.38866,2.958,0,0
10.39866,2.958,0,0
10.40866,2.958,0,0
10.41866,2.958,0,0
10.42866,2.958,0,0
10.43866,2.958,0,0
10.44866,2.958,0,0
10.45866,2.958,0,0
10.46866,2.958,0,0
10.47866,2.958,0,0
10.48866,2.958,0,0
10.49866,2.958,0,0
10.50866,2.958,0,0
10.51866,2.958,0,0
10.52866,2.958,0,0
10.53866,2.958,0,0
10.54866,2.958,0,0
10.55866,2.958,0,0
10.56866,2.958,0,0
10.57866,2.958,0,0
10.58866,2.958,0,0
10.59866,2.958,0,0
10.60866,2.958,0,0
10.61866,2.958,0,0
