CurrentTime,GazePos_x,GazePos_y
118.6387,0.4883566,0.5152041
118.8387,0.4851314,0.5113053
119.0387,0.4863636,0.4971593
119.2386,0.4948341,0.4808625
119.4387,0.4946412,0.4778581
119.6387,0.4966237,0.4806539
119.8387,0.5034416,0.4816851
120.0387,0.5151284,0.4906338
120.2386,0.549722,0.4883518
120.4886,0.7186475,0.5260643
120.6987,0.599198,0.5246698
120.8987,0.5863456,0.5082004
121.0986,0.5726852,0.4960948
121.2987,0.5673265,0.4934663
121.4987,0.5643561,0.5073442
121.6987,0.5832875,0.5088326
121.8987,0.590484,0.4981996
122.0986,0.5922128,0.4960989
122.2987,0.5981618,0.4968404
122.4987,0.5956314,0.4956724
122.6987,0.5976781,0.4955899
122.9187,0.4330673,0.4812094
123.1387,0.3981794,0.489822
123.3387,0.4205598,0.494854
123.5686,0.3118891,0.4969474
123.7686,0.4258486,0.500909
123.9687,0.4464788,0.4989909
124.1687,0.4492811,0.4862415
124.3687,0.4599503,0.493657
124.5686,0.4341976,0.4890691
124.7987,0.575183,0.530671
124.9987,0.5255639,0.5248681
125.1987,0.5099365,0.5195284
125.3987,0.5099365,0.5195284
125.6487,0.475778,0.5883022
125.8486,0.4722366,0.5418533
126.0487,0.4722362,0.5418537
126.2487,0.485534,0.542372
126.4487,0.5872388,0.5231476
126.6487,0.5812877,0.5222831
126.8587,0.4749601,0.5229998
127.0587,0.4703982,0.5211039
127.2686,0.5200427,0.5097309
127.4687,0.5014611,0.5132734
127.6687,0.5014611,0.5132734
127.8887,0.3983205,0.520323
128.0986,0.516049,0.5402699
128.2987,0.5023744,0.5058231
128.4987,0.4985685,0.4870213
128.6987,0.4975658,0.4906194
128.8987,0.4922908,0.4892363
129.0986,0.4966149,0.4884993
129.2987,0.5007747,0.5319093
129.4987,0.4981338,0.5333064
129.6987,0.4962187,0.5282671
129.8987,0.4876242,0.5188766
130.0986,0.4860528,0.5061368
130.2987,0.4828435,0.5153787
130.4987,0.477818,0.5202374
130.6987,0.494319,0.4998238
130.8987,0.4789828,0.492288
131.0986,0.4673293,0.500612
131.2987,0.4724438,0.4982047
131.4987,0.5317471,0.5013733
131.6987,0.5194613,0.5076883
131.8987,0.5030808,0.5016042
132.0986,0.4979109,0.5008554
132.3186,0.499923,0.4951186
132.5186,0.5034074,0.4964501
132.7187,0.5139711,0.5056659
132.9187,0.5171411,0.503468
133.1487,0.2248464,0.4978064
133.3486,0.398655,0.51054
133.5487,0.4809645,0.5047855
133.7487,0.4822451,0.4949903
133.9487,0.4803237,0.4919899
134.1587,0.5148279,0.5552493
134.3587,0.4956574,0.5574235
134.5686,0.4376326,0.5020793
134.7686,0.4543702,0.4844016
134.9687,0.4536031,0.4850243
135.1786,0.5385912,0.4974804
135.3987,0.372067,0.5115882
135.5986,0.3823365,0.487459
135.7987,0.4325038,0.4968582
135.9987,0.4509645,0.4880686
136.1987,0.4550014,0.4734574
136.3987,0.4593974,0.4919674
136.5986,0.4284388,0.5089123
136.8186,0.3599061,0.5121611
137.0186,0.3455436,0.5376976
137.2386,0.4852362,0.5256307
137.4387,0.4707506,0.5225908
137.6387,0.5024124,0.5157553
137.8486,0.5893238,0.5154169
138.0487,0.5819623,0.5067817
138.2487,0.5451678,0.5058029
138.4487,0.5269044,0.4986925
138.6487,0.5295096,0.4948309
138.8486,0.5280048,0.4978023
139.0487,0.5280048,0.4978023
139.2686,0.5696304,0.5146497
139.4687,0.5733148,0.5084242
139.6687,0.5882645,0.5153146
139.8687,0.5841111,0.5103422
140.0686,0.5826162,0.5100662
140.2686,0.5824824,0.5099559
140.4687,0.5820338,0.5081816
140.6887,0.7469348,0.5296996
140.8887,0.575136,0.5022217
141.0887,0.5569003,0.495888
141.2887,0.5674018,0.4848428
141.4886,0.5619511,0.4872431
141.6887,0.5709676,0.4912319
141.8887,0.5709676,0.4912319
142.0986,0.6389959,0.5219695
142.2987,0.6702479,0.5065488
142.4987,0.6269799,0.5015919
142.6987,0.6258937,0.4995339
142.8987,0.5742331,0.4983019
143.0986,0.5274456,0.5090874
143.3287,0.4808093,0.494727
143.5287,0.5179378,0.5201026
143.7287,0.5195848,0.5103627
143.9286,0.5265856,0.5063351
144.1286,0.5736625,0.5007508
144.3486,0.5015197,0.5021759
144.5487,0.5478359,0.5020899
144.7487,0.5503752,0.4992831
144.9487,0.547448,0.5017558
145.1487,0.5516995,0.5032847
145.3486,0.5508995,0.5018171
145.5487,0.5494092,0.5023229
145.7487,0.5571848,0.500508
145.9487,0.5526806,0.5032641
146.1487,0.5496061,0.5068352
146.3486,0.5454702,0.5008452
146.5487,0.5477685,0.500264
146.7487,0.5337134,0.5172573
146.9586,0.5985075,0.5247926
147.1586,0.577389,0.5208586
147.3587,0.5146394,0.5081448
147.5686,0.6056783,0.5135105
147.7686,0.5996601,0.5146206
147.9687,0.5748721,0.5128789
148.1687,0.5738184,0.5120491
148.3786,0.6778562,0.5113211
148.5787,0.6573195,0.5105057
148.7787,0.7401496,0.524276
148.9787,0.6100907,0.5057124
149.1786,0.6404645,0.4941675
149.3786,0.6407046,0.4903889
149.5787,0.6435875,0.4884204
149.7787,0.6463652,0.5130317
149.9886,0.5481393,0.4939766
150.1887,0.6465495,0.505325
150.3887,0.646533,0.4990402
150.5986,0.5088704,0.4979252
150.7987,0.4764742,0.4854085
150.9987,0.5464488,0.5041031
151.1987,0.5584346,0.5069159
151.3987,0.5625843,0.5056974
151.5986,0.5644495,0.5133133
151.7987,0.5644495,0.5133133
152.0186,0.5073791,0.5281416
152.2187,0.557083,0.5181361
152.4187,0.5533479,0.5126516
152.6187,0.5236108,0.5101433
152.8186,0.5165858,0.5084999
153.0186,0.6011938,0.5111423
153.2287,0.6548009,0.5176439
153.4286,0.5573442,0.512502
153.6286,0.5417469,0.5033125
153.8387,0.3958265,0.5751804
154.0387,0.4146824,0.5808373
154.2386,0.415182,0.5899034
154.4687,0.5664542,0.5086264
154.6786,0.3668889,0.5793979
154.8786,0.3664632,0.5837879
155.0787,0.3677129,0.579408
155.2787,0.3680152,0.5749161
155.4987,0.5620144,0.5068116
155.7187,0.6931015,0.5160098
155.9187,0.6753222,0.5160584
156.1187,0.6412677,0.4904985
156.3186,0.6287032,0.4845058
156.5186,0.630397,0.4736176
156.7187,0.6284791,0.4737245
156.9187,0.6457317,0.4867753
157.1187,0.6908461,0.5040377
157.3186,0.6940982,0.5310714
157.5186,0.7074808,0.545893
157.7187,0.7101344,0.5521648
157.9286,0.411935,0.6152799
158.1286,0.4688889,0.5990741
158.3287,0.4721346,0.5990546
158.5287,0.4938248,0.5864738
158.7287,0.4589372,0.5943196
158.9286,0.4589372,0.5943196
159.1487,0.4129279,0.5382912
159.3486,0.4266302,0.5544409
159.5587,0.5308702,0.5396845
159.7587,0.5273617,0.5372351
159.9687,0.4477167,0.5427788
160.1687,0.4526295,0.5513322
160.3687,0.4600457,0.5475825
160.5686,0.4600457,0.5475825
160.7887,0.4487788,0.5697378
160.9886,0.4410488,0.5643377
161.1987,0.5392584,0.5517249
161.3987,0.5339883,0.5516649
161.5986,0.4930947,0.5533007
161.7987,0.5499196,0.5483475
161.9987,0.5405887,0.5390687
162.1987,0.5165244,0.5151417
162.3987,0.5060336,0.5098046
162.5986,0.50618,0.5056415
162.7987,0.5078853,0.5071723
163.0186,0.6059017,0.4995182
163.2287,0.4993676,0.5363562
163.4286,0.5042893,0.5301743
163.6286,0.5271946,0.5157987
163.8287,0.5244447,0.5162373
164.0287,0.4987036,0.5217258
164.2287,0.4999824,0.5232375
164.4286,0.5184949,0.5289036
164.6286,0.5202077,0.5241259
164.8387,0.4391183,0.5228997
165.0387,0.512569,0.5252864
165.2386,0.5759687,0.5190765
165.4586,0.4278798,0.5161384
165.6586,0.4692451,0.4953126
165.8587,0.4895937,0.4848884
166.0587,0.5106235,0.4790999
166.2587,0.5106235,0.4790999
166.4586,0.5285609,0.4712197
166.6586,0.5258476,0.4770783
166.8587,0.5189149,0.4721115
167.0587,0.5175639,0.472359
167.2587,0.5191916,0.4717374
167.4586,0.5179912,0.4730759
167.6586,0.520941,0.4763247
167.8587,0.5219441,0.4764616
168.0587,0.4770346,0.4830087
168.2587,0.5201642,0.4708038
168.4586,0.5331557,0.4687462
168.6586,0.5305457,0.4578121
168.8587,0.5316561,0.4626189
169.0587,0.5186345,0.4633365
169.2587,0.5115404,0.4671398
169.4586,0.510468,0.4664487
169.6586,0.5133858,0.4745989
169.8587,0.5127196,0.4719241
170.0587,0.5118067,0.4721641
170.2686,0.3702421,0.4597261
